"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"sm-p607t","galaxy note 10.1 2014","t-mobile","1600","2560","8","2014","10.1",73
"rm-937","lumia 1520","nokia","854","480","5","2014","4",73
"x16","power","teclast","1080","1920","NULL","2015","11.6",73
"y100x","nova","doogee","1280","720","8","2015","5",73
"fp1u","fairphone 1","fairphone","960","540","8","2014","4.3",73
"a850","energy","nexian","320","240","NULL","2012","2.8",73
"s7-931u","mediapad 7 lite","huawei","600","1024","3.15","2012","6.98",72
"ale-cl00","p8 lite","huawei","1280","720","13","2015","5",72
"gt-i8160p","galaxy ace 2","samsung","800","480","5","2011","3.8",72
"aquaris e4.5","aquaris e4.5","bq","960","540","8","2015","4.5",72
"xt1034","moto g","motorola","1280","720","5","2013","4.5",72
"odyssey plus","odyssey plus","zh&k","800","480","3","2015","4",72
"sm-a430f","galaxy a4","samsung","NULL","NULL","NULL","2016","5.5",72
"8297w","great god f1","coolpad","1280","720","13","2014","5",72
"c8815","c8815","huawei","960","540","5","2013","5",72
"frd-l04","honor 8","huawei","1920","1080","12","2016","5.2",72
"sot31","xperia z4 tablet","kddi","1600","2560","8","2015","10.1",72
"md1005","md1005","lazer","600","1024","0.3","2013","7",72
"sm-j320zn","galaxy j3 (2016)","samsung","1280","720","8","2016","5",71
"f310lr","gx","lg","1920","1080","13","2014","5.5",71
"e451","canvas pulse 4g","micromax","1280","720","5","2015","5",71
"fdr-a01l","mediapad t2 10.0 pro","huawei","1920","1200","8","2016","10.1",71
"thunderbird - os x","thunderbird - os x","mozilla","NULL","NULL","NULL","NULL","NULL",71
"w716s","w716s","haier","800","480","2","2014","4",71
"z710a","sensation","htc","960","540","8","2011","4.3",71
"w900","w900","","NULL","NULL","NULL","NULL","NULL",71
"sm-g900r4","galaxy s5","us cellular","1920","1080","16","2014","5.1",71
"cink peax 2","cink peax 2","wiko","960","540","8","2013","4.5",71
"2ps5200","one x9","htc","1920","1080","13","2015","5.5",71
"sc-05d","galaxy note","docomo","1280","800","8","2012","5.3",71
"302kc","digno t","kyocera","960","540","8","2014","4.5",71
"t328w","desire v","htc","800","480","5","2012","4",70
"sgh-m919n","galaxy s4","samsung","1920","1080","13","2013","5",70
"k500n","x screen","lg","1280","720","13","2016","4.93",70
"k52e78","k52e78","lenovo","1920","1080","13","2016","5.5",70
"gt-i9308","galaxy s3","samsung","1280","720","8","2012","4.8",70
"htl23","j butterfly","htc","1920","1080","13","2014","5",70
"f3212","xperia xa ultra dual","sony","1920","1080","21.5","2016","6",70
"vt10416-2","vt10416-2","trekstor","768","1366","5","2014","10.1",70
"xt907","droid razr m","verizon","960","540","8","2012","4.3",70
"a1-713hd","iconia tab 7","acer","800","1280","5","2014","7",70
"v700","g pad 10.1","lg","800","1280","5","2014","10.1",70
"v987","grand x quad","zte","1280","720","13","2013","5",70
"sh-05g","aquos pad","docomo","1200","1920","8","2015","7",70
"sm-t335k","galaxy tab 4 8.0 lte","samsung","1280","800","3.15","2014","8",70
"knt-ul10","v8","huawei","1920","1080","12","2016","5.7",70
"f300k","optimus vu 3","lg","1280","960","13","2013","5.2",70
"ze600kl (z00md)","zenfone 2 laser","asus","1280","720","13","2015","5",70
"x110","x110","xido","600","1024","2","2015","10.1",70
"polaris 803","polaris 803","blaupunkt","800","1280","2","2014","8",70
"mp50020 -a","mp50020 -a","oxygen","480","800","1.3","2013","7",70
"im-a910l","vega iron 2","pantech","1920","1080","13","2014","5.3",70
"vf695","smart first 6","vodafone","800","480","2","2015","4",70
"kyy23","urbano l03","kddi","1920","1080","13","2014","5",70
"e5303","xperia c4","sony","1920","1080","13","2015","5.5",69
"z110","liquid","acer","480","320","NULL","2012","3.5",69
"p6-t00","ascend p6","china mobile","1280","720","8","2013","4.7",69
"sl101","eee pad slider","asus","800","1280","5","2011","10.1",69
"a399","a399","lenovo","854","480","1.92","2014","5",69
"t935","t935","cce","800","480","0.3","2013","8.970000000000001",69
"dream","dream","htc","480","320","3.15","2008","3.19",69
"v387","xenium v387","philips","1280","720","8","2014","5",69
"r7007","r3","oppo","1280","720","8","2014","5",69
"sm-a510l","galaxy a5 (2016)","samsung","1920","1080","13","2016","5.2",69
"sm-j7008","galaxy j7","samsung","1280","720","13","2015","5.5",69
"a1000-f","ideatab a1000","lenovo","600","1024","0.3","2013","7",69
"vital air 902","vital air 902","vitalasc","600","1024","2","2015","9",68
"elife s5.1","elife s5.1","gionee","1280","720","8","2014","4.8",68
"ifive x","ifive x","fnf","1024","768","NULL","2012","9.699999999999999",68
"sm-j320vpp","galaxy j3","verizon","1280","720","8","2016","5",68
"sm-g860p","galaxy s5 active","sprint","1920","1080","16","2014","5.1",68
"q88b-11s","q88b-11s","china tablet","800","480","8","2012","7",68
"sm-t237p","galaxy tab 4 lte","sprint","1280","800","3.15","2014","7",67
"lgl23","g flex","lg","1280","720","13","2013","6",67
"kindle fire hdx 7 4g","kindle fire hdx 7 4g","amazon","1200","1920","1.3","2013","7",67
"f340s","g flex","lg","1280","720","13","2013","6",67
"d280","l65","lg","800","480","5","2014","4.3",67
"z370c (p01w)","zenpad 7.0","asus","800","1280","8","2015","7",67
"sm-n915v","galaxy note edge","samsung","2560","1600","16","2014","5.6",67
"gt-s6802","galaxy ace duos","samsung","480","320","NULL","2012","3.5",67
"sc-02c","galaxy s2","docomo","800","480","8","2011","4.3",67
"5022d","pop star","alcatel","1280","720","8","2015","5",66
"sm-j200bt","galaxy j2","samsung","960","540","5","2015","4.5",66
"mk808b","mini pc smart tv","unknown","NULL","NULL","NULL","2013","NULL",66
"xt1225","moto turbo","motorola","2560","1440","21","2014","5.2",66
"f200","optimus vu ii","lg","1024","768","8","2012","5",66
"mp-h118","mp-h118","mpie","854","480","5","2014","5",66
"apa9292kt","evo 4g","sprint","800","480","8","2010","4.3",66
"g535-l11","kestrel ee","huawei","960","540","5","2014","4.5",66
"qmv7b","ellipsis 7","verizon","800","1280","3.2","2014","7",66
"pm33100","first","at&t","1280","720","5","2013","4.3",66
"sm-j320p","galaxy j3","sprint","1280","720","8","2015","5",66
"scv32","galaxy a8","samsung","1920","1080","16","2016","5.7",66
"55 cobalt plus","55 cobalt plus","archos","1280","720","13","2016","5.5",66
"life xl","life xl","blu","1280","720","13","2016","5.5",66
"gt-s7560m","galaxy ace 2 x","samsung","800","480","NULL","2012","4",66
"b3-a20b","iconia one 10","acer","800","1280","NULL","2015","10.1",65
"9300","curve","blackberry","240","320","2","2010","2.45",65
"kyy21","urbano l01","kddi","1280","720","13","2013","4.65",65
"sgh-t999v","galaxy s3","t-mobile","1280","720","8","2012","4.8",65
"lead 6","lead 6","leagoo","854","480","2","2014","4.5",65
"h918","v20","lg","2560","1440","16","2016","5.7",65
"sm-j510k","galaxy j5 (2016)","samsung","1280","720","13","2016","5.2",65
"p769","optimus l9","lg","960","540","8","2012","4.5",65
"g200","g200","xgody","854","480","5","2015","4.5",65
"b199","b199","huawei","1280","720","13","2014","5.5",65
"p300","funbook","micromax","800","480","0.3","2012","7",65
"306","306","nex","1090","1980","5","2014","7",65
"ot-6037y","one touch idol 2","alcatel","960","540","8","2014","5",65
"venue 7","venue 7","dell","800","1280","3","2013","7",65
"a616","a616","lenovo","854","480","5","2014","5.5",65
"d802tr","g2","lg","1920","1080","13","2014","5.2",65
"s6s","s6s","gionee","1920","1080","13","2016","5.5",64
"r6006","find 7 mini","oppo","1280","720","8","2014","4.7",64
"dg500c","discovery 2","doogee","960","540","13","2014","5",64
"desire 210 dual sim","desire 210 dual sim","htc","800","480","5","2014","4",64
"5051x","pop 4","alcatel","1920","1080","8","2016","5",64
"e970","optimus g","lg","1280","768","8","2012","4.7",64
"2pst1","desire 530","htc","1280","720","8","2016","5",64
"scl-tl00h","honor 4a","huawei","1280","720","8","2015","5",64
"w500","titan","cherry mobile","800","480","NULL","2012","5",64
"s1033x","s1033x","medion","1920","1200","5","2014","10.1",64
"sm705","t1","smartisan","1920","1080","13","2014","4.95",64
"d683","g pro lite","lg","960","540","8","2014","5.5",64
"smart tab iii 7","smart tab iii 7","vodafone","1024","600","5","2013","7",64
"xenium w6610","xenium w6610","philips","960","540","8","2014","5",64
"l-06d","optimus vu","docomo","1024","768","8.199999999999999","2012","5",63
"h440ar","spirit","lg","1280","720","8","2015","4.7",63
"sgh-i717m","galaxy note","samsung","1280","800","NULL","2012","5.3",63
"d380","l80 dual","lg","800","480","5","2014","5",63
"h635a","g4 stylus","lg","1280","720","13","2015","5.7",63
"rio-tl00","g7 plus","huawei","1920","1080","13","2015","5.5",63
"s9512","lifetab","medion","768","1024","NULL","2012","9.699999999999999",63
"aquaris e5 hd","aquaris e5 hd","bq","1280","720","13","2014","5",63
"930tpc","suprapad","iview","600","1024","2","2015","9",63
"e5306","xperia c4","sony","1920","1080","13","2015","5.5",63
"im-a890l","vega secret note","pantech","1920","1080","13","2013","5.9",63
"sm-n9008s","galaxy note 3","samsung","1920","1080","12","2013","5.7",63
"y17w","y17w","vivo","1280","720","5","2013","4.7",63
"tr10rs1","education tablet","intel","1280","800","2","2014","10.1",62
"701","701","nokia","640","360","NULL","2011","3.5",62
"u971","inifinty","hisense","1280","720","8","2014","5",62
"gt-i9197","galaxy s4 mini td-lte","samsung","960","540","8","2013","4.3",62
"c6806","xperia z ultra lte","sony","1920","1080","8","2013","6.4",62
"xt914","razr d1","motorola","480","320","5","2013","3.5",62
"a74","canvas fun","micromax","1280","720","5","2013","4.5",62
"desire 526","desire 526","htc","960","540","8","2015","4.7",62
"one e9 dual sim","one e9 dual sim","htc","1920","1080","13","2015","5.5",62
"h961an","v10","lg","2560","1440","16","2015","5.7",62
"d329","l series iii l70","lg","800","480","5","2014","4.5",62
"draco aw80","draco aw80","tronsmart","NULL","NULL","NULL","NULL","NULL",62
"6545lvw","10","verizon","2560","1440","12","2016","5.2",62
"h900","v10","at&t","2560","1440","16","2015","5.7",62
"im-a810s","vega lte m","pantech","1280","800","NULL","2011","4.51",61
"rome","rome","umi","1280","720","13","2015","5.5",61
"agora 4g plus","agora 4g plus","kogan","1280","720","13","2014","5",61
"ls770","g stylo","lg","1280","720","8","2015","5.7",61
"y60-c1","y60","coolpad","854","480","3.15","2015","5",61
"s1la40","vibe s1 lite","lenovo","1920","1080","13","2016","5",61
"g750-t01","honor 3x g750","huawei","1280","720","13","2013","5.5",61
"302hw","stream s","e-mobile","1280","720","8","2014","4.7",61
"t95n-2g","t95n-2g","wellwin","NULL","NULL","NULL","2016","NULL",61
"kiw-tl00h","honor 5x","huawei","1920","1080","13","2015","5.5",61
"gt-i8260l","galaxy core","samsung","800","480","5","2013","4.3",61
"iphone 7","iphone 7","apple","1334","750","12","2016","4.7",61
"g621-tl00","g621-tl00","huawei","1280","720","5","2014","5",61
"st17i","xperia active","sony ericsson","480","320","5","2011","3",61
"v498","g pad ii 8.0","lg","800","1280","5","2015","8",61
"blackphone 2","blackphone 2","silent circle","1920","1080","13","2015","5.5",60
"e405f","optimus l3 dual","lg","320","240","NULL","2012","3.2",60
"ze552kl (z012s)","zenfone 3","asus","1920","1080","16","2016","5.5",60
"s308","s308","philips","800","480","5","2014","4",60
"ivibe","ivibe","maximus","854","480","5","2015","5",60
"sm-j510mn","galaxy j5","samsung","1280","720","13","2016","5.2",60
"gpad q7","gpad q7","eaget","480","800","0.3","2011","7",60
"aq5001","canvas juice 2","micromax","1280","720","8","2015","5",60
"k30-w","k3","lenovo","1280","720","8","2014","5",60
"a3-a20fhd","iconia tab a3","acer","1200","1920","5","2014","10.1",60
"d605","optimus l9 ii","lg","1280","720","8","2013","4.7",60
"sm-j700t1","galaxy j7","samsung","1280","720","8","2015","5.5",60
"gt-s5690","xcover","samsung","480","320","3.15","2011","3.65",60
"onepad 1100x2","onepad 1100x2","airis","600","1024","NULL","2013","10.06",60
"p350","optimus me","lg","320","240","3.15","2011","2.8",60
"lead 2s","lead 2s","leagoo","960","540","8","2014","4.5",60
"nx507j","nubia z7 mini","zte","2560","1440","13","2014","5.5",60
"55 platinum","55 platinum","archos","1280","720","13","2015","5.5",59
"aquaris a4.5","aquaris a4.5","bq","960","540","8","2015","4.5",59
"sm-g920r4","galaxy s6","samsung","2560","1440","16","2015","5.1",59
"q3000","q3000","xolo","1920","1080","13","2013","5.7",59
"t6c","t6c","thl","854","480","5","2015","5",59
"sm-g310hn","galaxy ace style","samsung","800","480","5","2014","4",59
"s398","s398","philips","1280","720","8","2014","5",59
"5036d","one touch pop c5 dual","alcatel","854","480","5","2013","4.5",59
"x145","l60","lg","800","480","5","2014","4.3",59
"sgh-i497","galaxy tab 2 10.1","samsung","800","1280","3.15","2012","10.13",59
"desire 501 dual sim","desire 501 dual sim","htc","800","480","8","2014","4.3",59
"s5000-h","s5000","lenovo","800","1280","5","2013","7",59
"b15","cat b15","caterpillar","800","480","5","2013","4",59
"xt1526","moto e 2nd gen","sprint","960","540","5","2015","4.5",59
"p2s","pioneer p2s","gionee","800","480","5","2014","4",59
"sm-t210l","homeboy galaxy tab 3 7.0","samsung","600","1024","3.15","2013","7",59
"sgh-i257m","galaxy s4 mini","samsung","960","540","8","2013","4.3",59
"f3113","xperia xa ultra","sony","1280","720","16","2016","5",59
"h60-l11","honor 6","huawei","1920","1080","13","2014","5",59
"chm-tl00h","honor 4c","huawei","1280","720","13","2015","5",59
"sm-j120a","galaxy j1","samsung","800","480","5","2016","4.5",59
"pe-cl00","honor 6 plus","huawei","1920","1080","8","2014","5.5",59
"xt926","droid razr hd","motorola","1280","720","8","2012","4.7",58
"a33","a33","oppo","960","540","8","2015","5",58
"z010da","z010da","asus","1280","720","13","2016","5.5",58
"puls","puls","telekom","1280","800","5","2015","8",58
"f650k","x screen","kt","1280","720","13","2016","4.93",58
"sch-i959","galaxy s4","samsung","1920","1080","13","2013","5",58
"sm-g7200","galaxy grand 3","samsung","1280","720","13","2015","5.2",58
"s7-601u","mediapad 7 vogue","huawei","600","1024","3.15","2013","7",58
"k410","k10","lg","1280","720","8","2016","5.3",58
"y340-u081","y340-u081","huawei","800","480","5","2014","4",58
"a240","canvas doodle 2","micromax","1280","720","12","2013","5.7",58
"p700","optimus l7","lg","800","480","5","2012","4.3",58
"m353","mx3","meizu","1800","1080","8","2013","5.1",58
"sm-g110h","galaxy pocket 2","samsung","320","240","1.9","2014","3.3",58
"sm-s820l","sm-s820l","samsung","800","480","5","2014","4.7",58
"m650","express","huawei","240","320","NULL","2011","2.6",58
"80 xenon","80 xenon","archos","768","1024","2","2014","8",58
"rm-820","lumia 920","nokia","1280","768","8","2012","4.5",58
"50 platinum","50 platinum","archos","960","540","8","2013","5.01",58
"c199","c199","huawei","1280","720","13","2014","5.5",57
"marathon m5 lite","marathon m5 lite","gionee","1280","720","8","2015","5",57
"d315","f70","lg","800","480","5","2014","4.5",57
"t326e","desire sv","htc","800","480","NULL","2012","4.3",57
"sm-s975l","galaxy s4","samsung","1920","1080","13","2014","5",57
"g750-t00","honor 3x g750","huawei","1280","720","13","2013","5.5",57
"x5s l","x5s l","vivo","1280","720","13","2015","5",57
"ls980","g2","sprint","1920","1080","13","2013","5.2",57
"y635-cl00","ascend y635","huawei","854","480","5","2015","5",57
"7b g3","7b g3","arnova","480","800","0.3","2012","7.01",57
"ls992","g5","sprint","2560","1440","16","2016","5.3",57
"d628u","desire 628","htc","1280","720","13","2016","5",57
"s750","s750","lenovo","960","540","8","2013","4.5",57
"d23","ideanote 2","unknown","1280","720","NULL","2012","5",57
"v607l","g pad 2 8.0","lg","800","1280","5","2015","8",57
"6045i","one touch idol 3","alcatel","1920","1080","8","2015","5.5",57
"e2104","xperia e4","sony","960","540","5","2015","5",57
"darkmoon","darkmoon","wiko","1280","720","8","2014","4.7",57
"p512","flyer","htc","600","1024","NULL","2011","7",57
"venue 8 7840","venue 8 7840","dell","1600","2560","2","2016","8.4",57
"sgh-t599n","galaxy exhibit","samsung","800","480","5","2013","3.8",56
"e6603","xperia z5","sony","1920","1080","23","2015","5.2",56
"sm-g928p","galaxy s6 edge+","sprint","2560","1440","16","2015","5.67",56
"qmv7a","ellipsis 7","verizon","1280","800","3.2","2013","7",56
"x5 max","x5 max","doogee","1280","720","8","2015","5",56
"cp8298 i00","note 3 lite","coolpad","1280","720","13","2015","5",56
"a800","a800","wellcom","800","480","0.3","2010","7",56
"sgh-t399","garda","samsung","800","480","4.9","2013","4",56
"uno m1","uno m1","synrgic","1280","720","8","2013","4.7",56
"gt-s5312","galaxy pocket neo","samsung","320","240","2","2013","3.01",56
"sph-d710","galaxy s2 epic touch 4g","samsung","800","480","8","2011","4.53",56
"touch bean 402","touch bean 402","mobiistar","800","480","3","2014","4",56
"c6916","xperia z1s lte-a","sony","1920","1080","20.7","2014","5",56
"ftj152d","samurai kiwami","freetel","2560","1440","21","2016","6",56
"d816d","desire 816","htc","1280","720","13","2014","5.5",56
"8297-t01","dashen f1 plus","coolpad","1280","720","8","2014","5",56
"mk908","mini pc google tv player","tronsmart","NULL","NULL","NULL","2013","NULL",55
"a810e","chacha","htc","320","480","5","2011","2.6",55
"gt-1313","gt-1313","samsung","800","480","5.5","2014","3.9",55
"s7800","s7800","jxd","800","1280","2","2013","7",55
"aquaris m4.5","aquaris m4.5","bq","960","540","8","2015","4.5",55
"tf701t (k00c)","transformer pad infinity","asus","1600","2560","NULL","2013","10.1",55
"gt-p7501","galaxy tab 10.1n","samsung","800","1280","0.3","2011","10.1",55
"rct6303w87dk","10 viking pro","rca tablets","800","1280","2","2015","10.1",55
"gt-s5570i","galaxy mini plus / pop plus","samsung","320","240","3.15","2011","3.15",55
"agora hd mini","agora hd mini","kogan","1024","768","8","2014","7.85",55
"x515m","evo 3d","htc","960","540","NULL","2011","4.3",55
"v495","g pad f 7.0 lte","lg","1280","800","5","2015","7",55
"7050y","one touch pop s9","alcatel","1280","720","8","2014","5.9",55
"z812","maven","zte","854","480","5","2015","4.5",55
"763s","763s","avvio","480","320","2","2013","3.5",55
"a68","a68","lava","854","480","5","2016","4.5",55
"802w","one","htc","1920","1080","4.3","2013","4.7",55
"7041x","one touch pop c7","alcatel","854","480","5","2014","5",55
"u8815","ascend g300","huawei","800","480","5","2012","4",55
"q380","canvas spark","micromax","960","540","8","2015","4.7",54
"tpc-pa777","tpc-pa777","jay-tech","480","800","0.3","2014","7",54
"eva-al00","p9","huawei","1920","1080","12","2016","5.2",54
"as330","k7","lg","854","480","5","2016","5",54
"slate 10 hd","slate 10 hd","hp","800","1280","5","2013","10.1",54
"novo 10 hero","novo 10 hero","ainol","1280","800","NULL","2012","10.13",54
"gt-s6312","galaxy young","samsung","480","320","3.15","2013","3.27",54
"in610","in610","infocus","1280","720","8","2013","6.1",54
"w610d","soul m2","k-touch","800","480","5","2013","4",54
"gw620","eve","lg","480","320","NULL","2009","3",54
"875","smart mini","vodafone","480","320","2","2013","3.5",54
"gt-s6810","galaxy fame","samsung","480","320","5","2013","3.5",54
"shv32","aquos phone serie","kddi","1920","1080","13","2015","5",54
"a3600","a3600","lenovo","854","480","5","2014","4.5",54
"p5000","p5000","elephone","1920","1080","16","2015","5",54
"gt-c3312","duos","samsung","320","240","1.3","2012","2.8",54
